StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q1.1,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q1.2,Q1.2_DO,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,Q2.1,Q2.2,Q2.3,Q2.4,Q3_0_GROUP,Q3_0_1_RANK,Q3_0_2_RANK,Q3_0_3_RANK,Q3_0_4_RANK,Q4_0_GROUP,Q4_0_1_RANK,Q4_0_2_RANK,Q4_0_3_RANK,Q4_0_4_RANK,Q5_0_GROUP,Q5_0_1_RANK,Q5_0_2_RANK,Q5_0_3_RANK,Q5_0_4_RANK,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Random ID,FL_10_DO
2021-06-10 13:51:26,2021-06-10 13:53:01,IP Address,67.240.206.254,100,95,True,2021-06-10 13:53:01,R_29ssOPeJeCslYWJ,,,,,43.21429443359375,-77.93920135498046875,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,1.446,1.446,3.471,1,,,,,"Underwear,Jackets,Shirts,Pants",1,2,4,3,"Historic novels,Other books,Non-fiction book,Erotic book",3,4,1,2,"Facial cream,Other creams,Weight management pills,Perfums",1,4,3,2,Definitely yes,Like a great deal,Like a great deal,True,Yes,31,Female,4 year degree,Between 4 and 6 hours,5-6,9008,Block6
2021-06-10 13:51:24,2021-06-10 13:53:05,IP Address,63.75.247.102,100,100,True,2021-06-10 13:53:05,R_1dhk2o9iIIDZR3t,,,,,39.610198974609375,-75.6746978759765625,anonymous,EN,Yes,Accept all cookies,3.918,3.918,5.005,1,,,,,,,,,,,"Underwear,Jackets,Pants,Shirts",1,2,3,4,"Other books,Non-fiction book,Historic novels,Erotic book",2,4,3,1,"Facial cream,Other creams,Perfums,Weight management pills",1,3,4,2,Definitely yes,Like somewhat,Like a great deal,True,Yes,43,Male,4 year degree,Between 6 and 8 hours,5-6,2778,Block5
2021-06-10 13:50:56,2021-06-10 13:53:05,IP Address,173.90.14.160,100,129,True,2021-06-10 13:53:06,R_9NQEZC7MHK7s1IR,,,,,41.4120941162109375,-80.374603271484375,anonymous,EN,Yes,More information,6.691,6.691,7.671,1,,,,,,,Yes,Yes,No,No,"Jackets,Shirts,Pants,Underwear",4,1,3,2,"Other books,Non-fiction book,Historic novels,Erotic book",2,4,3,1,"Other creams,Facial cream,Perfums,Weight management pills",2,3,4,1,Might or might not,Dislike somewhat,Dislike a great deal,True,Yes,38,Female,2 year degree,More than 8 hours,More than 8,4148,Block5
2021-06-10 13:51:54,2021-06-10 13:53:08,IP Address,73.223.122.249,100,74,True,2021-06-10 13:53:09,R_3nIc9GqxvX26cqJ,,,,,37.6403045654296875,-122.0666961669921875,anonymous,EN,Yes,,,,,,Accept all cookies,More information|Accept all cookies,2.956,2.956,4.264,1,,,,,"Jackets,Pants,Shirts,Underwear",4,1,2,3,"Historic novels,Non-fiction book,Other books,Erotic book",2,4,1,3,"Perfums,Facial cream,Other creams,Weight management pills",2,1,4,3,Probably yes,Like somewhat,Like somewhat,True,Yes,26,Female,4 year degree,More than 8 hours,More than 8,764,Block6
2021-06-10 13:51:37,2021-06-10 13:53:13,IP Address,67.11.212.38,100,96,True,2021-06-10 13:53:14,R_3LfSMQHXpvX4JGx,,,,,29.5825958251953125,-98.4091033935546875,anonymous,EN,Yes,,,,,,More information,More information|Accept all cookies,1.074,1.074,2.205,1,Yes,Yes,Yes,Yes,"Underwear,Shirts,Jackets,Pants",1,3,4,2,"Erotic book,Other books,Historic novels,Non-fiction book",4,1,3,2,"Perfums,Other creams,Weight management pills,Facial cream",4,1,3,2,Probably yes,Like somewhat,Like a great deal,True,Yes,32,Male,4 year degree,Between 2 and 4 hours,3-4,581,Block6
2021-06-10 13:51:14,2021-06-10 13:53:30,IP Address,212.162.148.44,100,136,True,2021-06-10 13:53:31,R_1QGhFAd5EviLI25,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Yes,Accept all cookies,1.434,1.434,2.58,1,,,,,,,,,,,"Underwear,Shirts,Pants,Jackets",1,4,3,2,"Erotic book,Historic novels,Other books,Non-fiction book",4,1,2,3,"Facial cream,Weight management pills,Other creams,Perfums",1,4,2,3,Definitely yes,Like a great deal,Like a great deal,True,Yes,25,Male,4 year degree,Between 2 and 4 hours,3-4,2644,Block5
2021-06-10 13:51:39,2021-06-10 13:53:34,IP Address,73.69.82.227,100,115,True,2021-06-10 13:53:34,R_3HTWLNL2RRfXUai,,,,,41.6186981201171875,-72.75,anonymous,EN,Yes,Accept all cookies,2.203,2.203,3.523,1,,,,,,,,,,,"Underwear,Jackets,Shirts,Pants",1,2,4,3,"Other books,Historic novels,Non-fiction book,Erotic book",3,4,2,1,"Weight management pills,Other creams,Facial cream,Perfums",3,4,1,2,Probably yes,Like somewhat,Like somewhat,True,Yes,25,Female,4 year degree,Between 6 and 8 hours,7-8,2342,Block5
2021-06-10 13:51:00,2021-06-10 13:53:37,IP Address,71.127.48.77,100,156,True,2021-06-10 13:53:38,R_1QECYiaasAEFjUD,,,,,38.6273040771484375,-76.98590087890625,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,5.101,5.101,6.032,1,,,,,"Shirts,Jackets,Pants,Underwear",4,2,3,1,"Non-fiction book,Other books,Historic novels,Erotic book",1,4,3,2,"Perfums,Weight management pills,Facial cream,Other creams",3,1,2,4,Definitely yes,Like a great deal,Like somewhat,True,Yes,28,Male,High school graduate,More than 8 hours,More than 8,9878,Block6
2021-06-10 13:51:00,2021-06-10 13:53:38,IP Address,68.226.228.250,100,157,True,2021-06-10 13:53:38,R_2yfs3zGhBEsYsA4,,,,,30.071197509765625,-92.10379791259765625,anonymous,EN,Yes,Accept all cookies,1.477,1.477,2.9,1,,,,,,,,,,,"Underwear,Shirts,Pants,Jackets",1,4,3,2,"Other books,Erotic book,Historic novels,Non-fiction book",4,2,3,1,"Facial cream,Other creams,Weight management pills,Perfums",1,4,3,2,Definitely yes,Like a great deal,Like a great deal,True,Yes,31,Male,4 year degree,More than 8 hours,1-2,1405,Block5
2021-06-10 13:50:47,2021-06-10 13:53:48,IP Address,97.119.200.27,100,181,True,2021-06-10 13:53:48,R_3mk3AeyfcGg4Gb7,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,Yes,,,,,,More information,Accept all cookies|More information,15.242,15.242,18.815,1,No,No,No,No,"Shirts,Jackets,Pants,Underwear",4,2,3,1,"Historic novels,Erotic book,Non-fiction book,Other books",3,2,1,4,"Weight management pills,Perfums,Other creams,Facial cream",4,2,1,3,Definitely not,Dislike a great deal,Dislike a great deal,True,Yes,33,Male,2 year degree,Between 6 and 8 hours,More than 8,7584,Block6
2021-06-10 13:51:22,2021-06-10 13:54:10,IP Address,67.249.177.120,100,168,True,2021-06-10 13:54:11,R_10wTwlA4GjGjKub,,,,,43.033294677734375,-74.981201171875,anonymous,EN,Yes,,,,,,More information,Accept all cookies|More information,12.586,12.586,13.669,1,No,No,No,No,"Shirts,Pants,Underwear,Jackets",3,4,2,1,"Historic novels,Non-fiction book,Other books,Erotic book",2,4,1,3,"Other creams,Facial cream,Perfums,Weight management pills",2,3,4,1,Definitely not,Neither like nor dislike,Dislike a great deal,Neither true nor false,Yes,37,Male,Graduate degree,Between 4 and 6 hours,More than 8,4497,Block6
2021-06-10 13:52:49,2021-06-10 13:54:13,IP Address,68.228.116.78,100,84,True,2021-06-10 13:54:14,R_acaZWS75O0QOk1P,,,,,29.8639068603515625,-90.10669708251953125,anonymous,EN,Yes,Accept all cookies,1.386,1.386,3.374,1,,,,,,,,,,,"Shirts,Jackets,Pants,Underwear",4,2,3,1,"Historic novels,Erotic book,Non-fiction book,Other books",3,2,1,4,"Weight management pills,Perfums,Other creams,Facial cream",4,2,1,3,Probably yes,Neither like nor dislike,Dislike somewhat,Neither true nor false,Yes,28,Male,Graduate degree,Between 4 and 6 hours,5-6,7637,Block5
2021-06-10 13:51:36,2021-06-10 13:54:23,IP Address,75.91.90.6,100,167,True,2021-06-10 13:54:24,R_1eFUfFgcPoCQ1uB,,,,,29.8096923828125,-82.467498779296875,anonymous,EN,Yes,Accept all cookies,2.8,2.8,8.007,1,,,,,,,,,,,"Shirts,Pants,Jackets,Underwear",4,3,2,1,"Non-fiction book,Other books,Historic novels,Erotic book",1,4,3,2,"Facial cream,Perfums,Other creams,Weight management pills",1,2,4,3,Might or might not,Like somewhat,Neither like nor dislike,True,No,35,Male,4 year degree,More than 8 hours,More than 8,4192,Block5
2021-06-10 13:51:25,2021-06-10 13:54:25,IP Address,104.247.222.46,100,179,True,2021-06-10 13:54:26,R_2V7lYSGZXPOB4x7,,,,,34.0493927001953125,-118.2660980224609375,anonymous,EN,Yes,,,,,,Accept all cookies,More information|Accept all cookies,1.482,2.338,3.281,2,,,,,"Jackets,Shirts,Underwear,Pants",3,1,4,2,"Erotic book,Other books,Non-fiction book,Historic novels",3,1,4,2,"Weight management pills,Perfums,Other creams,Facial cream",4,2,1,3,Definitely yes,Like a great deal,Neither like nor dislike,True,Yes,64,Male,4 year degree,Between 6 and 8 hours,5-6,8786,Block6
2021-06-10 13:50:57,2021-06-10 13:54:28,IP Address,75.132.91.10,100,211,True,2021-06-10 13:54:28,R_1IKO3w8yFg5QD2u,,,,,38.7310028076171875,-90.10970306396484375,anonymous,EN,Yes,Accept all cookies,12.85,12.85,14.019,1,,,,,,,,,,,"Underwear,Pants,Shirts,Jackets",1,4,2,3,"Historic novels,Non-fiction book,Other books,Erotic book",2,4,1,3,"Weight management pills,Facial cream,Perfums,Other creams",2,3,1,4,Definitely yes,Like a great deal,Like a great deal,True,Yes,31,Male,4 year degree,Between 6 and 8 hours,More than 8,6486,Block5
2021-06-10 13:51:29,2021-06-10 13:54:29,IP Address,104.249.28.11,100,179,True,2021-06-10 13:54:30,R_uaK67ZSDWraAzjH,,,,,41.87640380859375,-87.6132965087890625,anonymous,EN,Yes,Accept all cookies,1.806,1.806,2.895,1,,,,,,,,,,,"Jackets,Pants,Shirts,Underwear",4,1,2,3,"Historic novels,Erotic book,Non-fiction book,Other books",3,2,1,4,"Weight management pills,Perfums,Facial cream,Other creams",3,2,1,4,Definitely yes,Like a great deal,Like a great deal,True,Yes,35,Male,Graduate degree,More than 8 hours,More than 8,1347,Block5
2021-06-10 13:51:18,2021-06-10 13:54:31,IP Address,73.207.115.107,100,192,True,2021-06-10 13:54:32,R_3QLgTNJs3BRXYwx,,,,,34.07470703125,-84.59529876708984375,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,15.149,15.149,16.895,1,,,,,"Shirts,Pants,Underwear,Jackets",3,4,2,1,"Historic novels,Erotic book,Non-fiction book,Other books",3,2,1,4,"Perfums,Weight management pills,Facial cream,Other creams",3,1,2,4,Probably yes,Like a great deal,Like somewhat,True,Yes,34,Male,4 year degree,Between 4 and 6 hours,5-6,4301,Block6
2021-06-10 13:52:29,2021-06-10 13:54:32,IP Address,108.235.158.242,100,122,True,2021-06-10 13:54:33,R_0ul5Lvjpew4N7aN,,,,,25.8195953369140625,-80.1378021240234375,anonymous,EN,Yes,Accept all cookies,1.616,1.616,2.825,1,,,,,,,,,,,"Underwear,Jackets,Pants,Shirts",1,2,3,4,"Historic novels,Non-fiction book,Erotic book,Other books",2,3,1,4,"Weight management pills,Facial cream,Perfums,Other creams",2,3,1,4,Probably yes,Like somewhat,Like somewhat,True,Yes,47,Male,4 year degree,Between 6 and 8 hours,5-6,5864,Block5
2021-06-10 13:52:22,2021-06-10 13:54:40,IP Address,69.195.39.101,100,137,True,2021-06-10 13:54:40,R_DGhJBa1KOf10XbH,,,,,43.170196533203125,-77.69229888916015625,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,1.032,1.032,4.179,1,,,,,"Underwear,Jackets,Shirts,Pants",1,2,4,3,"Erotic book,Non-fiction book,Other books,Historic novels",2,1,4,3,"Other creams,Facial cream,Weight management pills,Perfums",2,4,3,1,Definitely yes,Like somewhat,Neither like nor dislike,True,Yes,25,Male,High school graduate,Between 4 and 6 hours,More than 8,156,Block6
2021-06-10 13:52:59,2021-06-10 13:54:40,IP Address,45.87.62.45,100,100,True,2021-06-10 13:54:41,R_3MuJqFKGfzmfHRP,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,Yes,Accept all cookies,1.705,1.705,3.96,1,,,,,,,,,,,"Jackets,Pants,Underwear,Shirts",3,1,2,4,"Non-fiction book,Erotic book,Other books,Historic novels",1,2,4,3,"Perfums,Other creams,Weight management pills,Facial cream",4,1,3,2,Might or might not,Dislike somewhat,Neither like nor dislike,Neither true nor false,No,30,Male,4 year degree,More than 8 hours,5-6,2639,Block5
2021-06-10 13:52:30,2021-06-10 13:54:52,IP Address,108.31.82.249,100,142,True,2021-06-10 13:54:52,R_31XELtLQXGS2nNk,,,,,39.1360931396484375,-77.28240203857421875,anonymous,EN,Yes,,,,,,More information,Accept all cookies|More information,8.764,8.764,9.046,1,Yes,Yes,No,No,"Jackets,Underwear,Shirts,Pants",2,1,4,3,"Other books,Non-fiction book,Erotic book,Historic novels",2,3,4,1,"Facial cream,Other creams,Perfums,Weight management pills",1,3,4,2,Probably yes,Neither like nor dislike,Dislike a great deal,True,Yes,38,Female,2 year degree,More than 8 hours,More than 8,5744,Block6
2021-06-10 13:52:45,2021-06-10 13:54:56,IP Address,99.37.54.126,100,130,True,2021-06-10 13:54:56,R_1oniR7RsXdiNHLL,,,,,35.8639068603515625,-78.535003662109375,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,1.118,1.118,2.308,1,,,,,"Jackets,Pants,Underwear,Shirts",3,1,2,4,"Other books,Erotic book,Historic novels,Non-fiction book",4,2,3,1,"Other creams,Facial cream,Weight management pills,Perfums",2,4,3,1,Probably yes,Like a great deal,Neither like nor dislike,Neither true nor false,Yes,25,Female,4 year degree,Between 6 and 8 hours,3-4,8815,Block6
2021-06-10 13:51:15,2021-06-10 13:54:57,IP Address,107.144.213.247,100,221,True,2021-06-10 13:54:57,R_3R9jVtAfUW4WFY8,,,,,35.4145050048828125,-119.0402984619140625,anonymous,EN,Yes,More information,1.88,1.88,2.798,1,,,,,,,No,No,No,No,"Underwear,Pants,Shirts,Jackets",1,4,2,3,"Erotic book,Non-fiction book,Historic novels,Other books",2,1,3,4,"Other creams,Facial cream,Perfums,Weight management pills",2,3,4,1,Probably not,Neither like nor dislike,Dislike somewhat,True,Yes,32,Male,4 year degree,Between 6 and 8 hours,More than 8,5558,Block5
2021-06-10 13:51:33,2021-06-10 13:54:59,IP Address,98.6.149.198,100,206,True,2021-06-10 13:54:59,R_1MXqhX6EQFrI9u2,,,,,29.52099609375,-98.36199951171875,anonymous,EN,Yes,Accept all cookies,4.818,4.818,8.798,1,,,,,,,,,,,"Shirts,Pants,Underwear,Jackets",3,4,2,1,"Historic novels,Erotic book,Non-fiction book,Other books",3,2,1,4,"Weight management pills,Perfums,Facial cream,Other creams",3,2,1,4,Probably yes,Like a great deal,Like somewhat,True,Yes,41,Female,Graduate degree,Between 2 and 4 hours,3-4,144,Block5
2021-06-10 13:50:56,2021-06-10 13:55:03,IP Address,67.61.252.40,100,247,True,2021-06-10 13:55:04,R_2Y3861vmywvXHAq,,,,,35.41229248046875,-99.4250030517578125,anonymous,EN,Yes,,,,,,Accept all cookies,More information|Accept all cookies,5.631,8.751,10.714,3,,,,,"Underwear,Pants,Shirts,Jackets",1,4,2,3,"Erotic book,Other books,Non-fiction book,Historic novels",3,1,4,2,"Other creams,Weight management pills,Facial cream,Perfums",3,4,2,1,Might or might not,Neither like nor dislike,Neither like nor dislike,True,Yes,58,Male,4 year degree,More than 8 hours,More than 8,8821,Block6
2021-06-10 13:51:23,2021-06-10 13:55:07,IP Address,142.255.23.210,100,223,True,2021-06-10 13:55:07,R_2rq0E66cmfrd2w3,,,,,40.7570037841796875,-73.728302001953125,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,9.048,9.048,10.275,1,,,,,"Underwear,Jackets,Shirts,Pants",1,2,4,3,"Historic novels,Erotic book,Non-fiction book,Other books",3,2,1,4,"Perfums,Facial cream,Weight management pills,Other creams",2,1,3,4,Probably yes,Neither like nor dislike,Neither like nor dislike,Neither true nor false,No,25,Female,Graduate degree,Between 4 and 6 hours,3-4,5420,Block6
